INPUT,MOLECULAR_FORMULA,AVERAGE_MASS,DENSITY_G/CM^3_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID6032352,C7H7Cl3NO3PS,322.52,1.538,7.63836E-05,4.4157E-06,5.6735,5.914E-07,9.57353,3311.53,4.30989,4.20617E-05,1.29183E-05
DTXSID7023980,C12H12ClN5O4S,357.77,1.562,6.48634E-11,0.000341979,4.27775,1.00148E-10,9.49681,154.781,1.99948,2.25251E-11,0.0512926
DTXSID0024000,C10H6Cl4O4,331.95,1.483,5.64937E-05,5.97035E-07,5.86679,1.70612E-08,8.97061,4985.85,4.27803,2.50046E-06,1.13731E-06
DTXSID5058197,C13H11Cl2NO5,332.13,1.434,1.1722E-07,0.000042462,4.66249,2.66712E-09,11.5622,260.054,3.14944,3.58575E-08,3.81937E-05
DTXSID3022401,C27H46O,386.664,0.923,1.12202E-07,6.45654E-07,256.173,3.42511E-08,10.4159,93617.9,8.25821,3.57673E-08,2.47902E-07
DTXSID4057976,C24H30N2O3,394.515,1.144,5.10505E-09,3.68129E-06,6.08929,3.28019E-11,10.3006,38341.6,3.84251,3.22969E-08,2.35482E-06
DTXSID1036753,C19H17Cl2NO4,394.25,1.424,5.34564E-10,1.46893E-06,3.35507,1.52047E-06,11.6831,1781.58,3.83258,1.45991E-08,1.46264E-07
DTXSID5058220,C15H19N5O7S,413.41,1.663,1.8578E-08,0.000688652,4.62074,1.18287E-11,9.23426,70.5693,2.03777,4.20202E-10,0.000932139
DTXSID2025264,C14H18O4,250.294,1.058,8.12831E-05,0.0025527,4.6417,1.84608E-08,7.56305,546.892,2.27106,4.83617E-05,0.00199494
DTXSID6038326,C10H6Cl8,409.76,1.855,0.000018239,2.04174E-07,210.882,0.000291713,8.99413,60162.5,6.11976,1.17341E-05,2.44808E-07
DTXSID40872581,C10H5Cl9,444.2,1.911,2.96483E-06,1.42233E-07,230.688,7.45727E-05,10.1783,30275.5,6.19852,3.32802E-08,2.16169E-07
DTXSID0022010,C18H36O,268.485,0.827,1.63682E-06,4.1115E-07,5.39744,5.96149E-06,10.5878,2674.97,7.61385,1.94959E-06,8.81031E-08
DTXSID0032653,C23H46,322.621,0.737,2.04174E-06,1.86638E-08,17.2279,3.52957E-07,10.2611,10158.7,9.45152,3.49198E-05,3.43849E-09
DTXSID0058273,C10H16O,152.237,0.969,0.120781,0.0108143,6.0994,2.49371E-06,6.83213,609.062,3.15941,0.020094,0.00681734
DTXSID3020332,C6H8O7,192.123,1.671,3.50752E-09,2.208,4.09194,1.54655E-10,7.9121,119.011,-1.64024,1.65442E-08,4.90398
DTXSID3041790,C10H18O,154.253,0.839,0.205589,0.00166341,4.28005,0.000175991,4.86394,115.839,3.8273,0.383773,0.0015059
DTXSID3026726,C10H20O,156.269,0.855,0.0381944,0.0021928,3.53679,5.06981E-06,7.37512,130.266,3.90856,0.0441618,0.00211118
DTXSID9042332,C14H11ClFNO4,311.69,1.421,5.03501E-08,5.22396E-05,3.541,4.99097E-10,10.6308,2352.18,3.26889,3.79674E-08,0.000670707
DTXSID6032354,C17H13ClFNO4,349.74,1.31,7.56833E-08,5.72796E-06,4.87401,7.6953E-10,9.61803,966.979,3.89928,2.4062E-08,1.14269E-05
DTXSID5043978,C13H11ClN2O3,278.69,1.511,8.8308E-08,0.000488652,3.34446,1.33267E-08,9.85348,343.843,-2.18451,3.8643E-08,2.46475
DTXSID9023881,C14H8Cl2N4,303.15,1.402,8.16582E-10,2.88403E-06,14.1774,1.17708E-06,10.9021,45484.1,3.09998,9.7628E-10,0.000000422
DTXSID1032355,C12H14ClNO2,239.7,1.367,3.28852E-05,0.00106414,3.33761,3.30603E-08,7.38028,276.031,2.49791,0.000143401,0.00457951
DTXSID0058198,C16H15Cl2NO2,324.2,1.338,1.58125E-07,1.20504E-05,3.17163,9.32912E-10,10.8415,12400.2,4.79765,2.73438E-07,9.84458E-08
DTXSID9029221,C6H3Cl2NO2,192,1.605,6.47143E-05,0.0301995,3.54155,4.90538E-09,8.38629,36.3208,1.06176,1.20863E-05,0.732186
DTXSID3041794,C18H22ClNO3,335.83,1.189,1.42889E-07,3.58922E-06,4.47154,1.26118E-07,10.8327,1303.77,5.02805,4.02922E-08,1.77992E-06
DTXSID5020154,C13H11ClO,218.68,1.211,5.57186E-05,0.000225424,8.61612,3.9191E-08,9.32648,2397.32,3.59891,1.4185E-06,0.000675335
DTXSID5024845,C22H25NO6,399.443,1.24,5.49541E-10,0.000524807,13.4743,8.57951E-12,10.2903,5477.25,1.30013,1.51448E-10,0.112468
DTXSID0034481,CCuNS,121.62,1.139,162.555,0.37325,7.56289,9.15947E-07,2.1956,26.8532,-2.5991,0.327039,13.8593
DTXSID8041797,C19H15ClO4,342.78,1.385,3.36512E-10,7.19449E-05,3.35428,6.31964E-09,11.7569,839.206,2.64133,1.29448E-08,0.000002536
DTXSID3041798,C17H14O5,298.294,1.351,1.44212E-09,0.000425598,3.35124,4.53242E-09,10.2605,933.632,2.49819,2.44378E-07,0.0018107
DTXSID2020347,C14H16ClO5PS,362.76,1.355,6.68344E-07,2.62422E-05,7.84494,5.75465E-09,11.7217,1132,4.12844,9.73389E-08,4.15332E-06
DTXSID8041799,C19H16O3,292.334,1.344,1.53815E-10,1.71791E-05,53.8268,5.06425E-09,10.4255,2929.83,2.81738,6.42127E-11,2.13072E-05
DTXSID0041800,C7H10ClN3,171.63,1.144,0.0895365,0.042462,4.97535,2.60994E-06,5.96145,33.0443,1.36729,0.0177685,0.0546343
DTXSID6037514,C14H19O6P,314.274,1.216,6.74528E-06,0.00199067,4.29187,2.09367E-09,9.81216,100.251,3.29821,1.39899E-05,0.00316784
DTXSID1037515,C12H19ClNO3P,291.71,1.175,4.77529E-06,0.000524807,3.8163,4.60061E-08,10.3156,530.669,3.41852,4.4728E-06,0.000689402
DTXSID1021827,C9H12,120.195,0.88,2.95121,0.000954993,14.9574,0.0113666,3.99095,521.484,3.66274,4.46709,0.000521787
DTXSID0034483,C6H13CuNO3,210.72,1.136,0.0000414,12.1619,3.6689,5.8416E-11,7.25856,18.9028,-1.86328,3.61536E-06,6.70355
DTXSID1023990,C9H13ClN6,240.7,1.268,5.98412E-08,0.00246604,5.1556,4.60742E-09,9.09595,190.846,2.22077,1.38566E-07,0.000713337
DTXSID5041805,C15H14NO2PS,303.32,1.289,1.80302E-06,1.20504E-05,4.86523,1.60104E-06,10.457,843.413,4.28719,1.24054E-07,6.29331E-06
DTXSID1023992,C2N2,52.036,1.026,1.1722,3.86367,9.90914,4.30584E-07,2.60373,5.61509,0.0705208,4298.11,3.27397
DTXSID0041806,C9H10NO3PS,243.22,1.298,0.000143549,0.000125026,5.67661,4.0896E-07,8.77813,159.962,2.70995,0.000781232,0.000190784
DTXSID2058174,C19H14BrClN6O2,473.72,1.695,1.55239E-09,3.9355E-06,3.3521,6.9899E-11,9.69137,44.041,3.02575,9.19155E-11,7.73058E-07
DTXSID7024873,C3H3N3O3,129.075,1.564,1.38038E-05,1.04472,6.17602,9.58231E-09,7.89076,37.0129,-0.957167,2.54689E-08,0.0155586
DTXSID9034492,C13H13ClN4O2S,324.78,1.412,7.32825E-09,8.87156E-05,4.72111,3.78165E-07,9.74852,787.286,0.848005,7.07574E-09,3.59289E-07
DTXSID5032600,C11H9Cl2NO3,274.1,1.441,1.1695E-08,0.000248313,3.09308,2.00934E-10,9.12742,576.606,2.68349,5.14649E-09,0.000175412
DTXSID6032356,C11H21NOS,215.36,1.011,0.00480839,0.00052723,2.66993,1.70575E-07,7.53275,346.852,3.92367,0.00199566,0.000385323
DTXSID4021923,C6H12,84.162,0.857,59.1562,0.00355631,49.8446,0.1506,2.94558,96.5031,3.44041,96.6947,0.000721446
DTXSID4041814,C15H30O,226.404,0.859,0.000847227,5.45758E-05,5.73402,1.98547E-05,9.28587,448.066,3.93735,0.0212793,1.38252E-05
DTXSID4021894,C6H12O,100.161,0.97,0.724436,0.131826,4.54043,4.41121E-06,5.16863,46.801,1.23138,0.80174,0.362181
DTXSID4041816,C16H28O,236.399,0.985,3.16957E-05,0.000328095,88.3377,0.000019253,8.46255,2515.09,4.18144,0.00023687,0.000135296
DTXSID6020359,C6H10O,98.145,0.969,2.8119,0.12735,6.39798,9.06358E-06,3.48778,63.2873,0.810605,4.34129,0.247435
DTXSID9041819,C11H20O,168.28,0.892,0.534564,0.00545758,3.35488,0.000524831,5.00704,174.082,4.78132,0.957857,0.00588212
DTXSID8027373,C18H26O,258.405,0.964,0.000385478,1.50314E-05,25.0139,0.000304491,8.18396,74355.3,5.89831,0.000540769,6.71973E-06
DTXSID8041824,C11H22N2O,198.31,1.033,0.000474242,0.0041115,5.75306,1.73945E-09,8.91207,98.0934,2.00025,5.02342E-07,0.00557736
DTXSID7058127,C24H31N3O2,393.531,1.068,2.26464E-08,2.48313E-06,4.31167,1.59697E-08,11.7065,43261.7,3.69859,7.1263E-08,9.25875E-07
DTXSID30431727,C20H17F5N2O2,412.36,1.418,5.83445E-09,7.36207E-07,3.54025,4.22449E-09,10.799,3232.71,3.38705,3.28359E-09,1.26174E-06
DTXSID8058089,C24H24F3NO4,447.454,1.239,1.6293E-08,2.65461E-06,4.45301,3.86783E-09,11.7556,104334,5.29692,8.48928E-09,6.32485E-08
DTXSID5035957,C22H18Cl2FNO3,434.29,1.344,6.09537E-10,5.37032E-08,3.35162,4.45421E-09,11.705,99888.1,5.95213,1.52186E-10,6.74411E-09
DTXSID1034503,C20H20FNO4,357.381,1.238,2.15278E-08,1.23595E-06,4.62586,1.05799E-08,10.4014,8290.96,3.3108,4.12168E-08,1.23292E-06
DTXSID1023998,C22H19Cl2NO3,416.3,1.292,1.1246E-09,6.26614E-08,3.35135,2.07474E-09,11.7027,99845.4,6.59788,3.06772E-09,3.57651E-08
DTXSID4032536,C24H25NO3,375.468,1.136,5.67545E-09,8.64968E-08,3.35066,2.15493E-08,11.7669,66586.3,5.94645,7.0512E-09,2.69802E-08
DTXSID6040294,C9H14ClN5,227.7,1.292,4.9545E-07,0.000587489,4.88688,1.18979E-08,9.02059,268.804,3.0581,2.99549E-07,0.000300237
DTXSID0032601,C15H18ClN3O,291.78,1.293,5.24807E-08,0.000289734,3.44831,5.47602E-10,10.6582,182.12,2.90198,2.60598E-07,0.000429129
DTXSID1032359,C14H15N3,225.295,1.202,1.13501E-06,0.000378443,4.02791,2.52947E-08,11.3192,2171.4,3.99844,3.66586E-06,5.76269E-05
DTXSID9058022,C18H18N2O5S,374.41,1.404,9.44061E-10,0.000131522,3.35751,5.36969E-10,9.52426,228.956,1.5636,6.99839E-10,0.00169871
DTXSID6023999,C6H10N6,166.188,1.47,1.79473E-08,0.0170216,4.06498,9.40711E-09,8.53336,199.314,0.803329,3.35236E-09,0.0774962
DTXSID9044376,C28H22N2O2,418.496,1.276,9.72747E-15,2.98538E-08,89.9288,9.31786E-10,9.71584,42856.1,5.90865,1.03176E-10,2.25099E-06
DTXSID1031090,C20H4Br4Cl4Na2O5,831.64,2.82,1.42561E-16,1.71396E-10,154.335,2.14057E-11,9.48665,67943.3,6.90263,4.54427E-11,2.51107E-06
DTXSID1026293,C21H15NO3,329.355,1.356,2.86418E-12,6.54636E-08,71.1346,1.25431E-10,9.56288,106716,3.76008,6.64442E-09,1.27672E-07
DTXSID2021575,C3H4Cl2O2,142.96,1.415,0.0707946,0.672977,6.6196,6.73057E-08,4.62328,1.58726,0.779928,0.151815,3.62949
DTXSID1031096,C31H52O3,472.754,0.849,1.89234E-08,1.33045E-07,13.5176,5.91416E-07,11.6821,86644.3,9.15335,2.89606E-07,5.84887E-08
DTXSID6041397,C13H18O,190.286,0.966,0.0232274,0.000674528,3.33408,0.000297017,6.36243,272.999,3.49495,0.0863207,0.00389737
DTXSID3074991,C5H10O6,166.129,1.605,3.14775E-10,2.99916,3.55514,1.08684E-10,7.92061,80.862,-2.34746,4.64447E-10,2.37975
DTXSID1027184,C10H30O5Si5,370.77,0.973,0.0594292,2.46604E-08,214.797,32.9313,4.97389,8156.49,8.02976,0.199713,4.58211E-08
DTXSID4021553,C10H20O,156.269,0.834,0.155239,0.00145211,4.94056,0.0017904,5.08066,319.107,3.58774,0.103527,9.82589E-05
DTXSID7026867,C10H18O4,202.25,1.151,1.67109E-07,0.00529663,7.56238,1.17341E-09,7.96283,394.125,2.14491,5.54736E-08,0.00498368
DTXSID9021554,C10H20O2,172.268,0.943,0.000312608,0.000732825,4.99368,1.55369E-07,7.71417,452.883,4.0869,0.000371237,0.000362286
DTXSID1044641,C16H32O6,320.426,1.228,7.99834E-09,0.022751,3.54821,1.50932E-09,9.39348,785.227,1.37691,1.638E-09,0.00349097
DTXSID2041208,C16H32O6,320.426,1.228,7.99834E-09,0.022751,3.54821,1.50932E-09,9.39348,785.227,1.37691,1.638E-09,0.00349097
DTXSID6074259,C22H31O4P,390.46,1.11,2.18776E-07,3.21366E-06,4.22706,1.80771E-06,11.6939,34468,5.52727,6.46389E-06,1.08198E-06
DTXSID8042428,C10H22O4S,238.34,1.223,0.00435512,0.00891251,4.22734,3.48686E-09,9.12508,328.063,2.47434,2.73322E-05,0.0148353
DTXSID2021995,C12H17NO,191.274,0.995,0.00031989,0.0209894,3.35859,1.44835E-07,7.24971,191.917,2.18358,0.0019986,0.00477281
DTXSID5037494,C6H10ClN5,187.63,1.337,3.37287E-07,0.0100925,3.36284,1.86809E-08,8.16305,98.6632,1.51122,6.16834E-09,0.00571496
DTXSID6020014,C8H8O4,168.148,1.217,0.00346737,0.101625,4.45133,2.0159E-06,6.11499,42.1787,0.955111,0.00125427,0.00408745
DTXSID0037495,C5H8ClN5,173.6,1.395,1.49279E-07,0.0161065,3.34731,9.92716E-09,8.13933,51.684,1.15045,4.93179E-09,0.0038598
DTXSID5024134,C6H6Cl6,290.81,1.579,0.016293,2.81838E-05,18.6094,3.21199E-06,8.09186,1479.84,3.71918,4.24436E-05,1.53011E-05
DTXSID8020381,C22H19Br2NO3,505.206,1.897,1.64437E-09,3.56451E-08,3.35386,1.87209E-09,11.6883,62323.3,6.20043,1.49102E-08,1.85949E-09
DTXSID9037535,C8H19O3PS2,258.33,1.163,0.000207491,0.0198153,4.90618,4.30386E-07,8.99173,70.9472,2.00706,0.000148759,0.00775772
DTXSID5037521,C6H15O3PS2,230.28,1.177,0.000462381,0.0345144,3.94115,3.02384E-07,8.41153,30.8865,1.02094,0.000299042,0.00507177
DTXSID4037582,C6H15O5PS2,262.27,1.31,4.25598E-05,0.101391,4.59656,3.81149E-07,8.17439,13.3183,0.875665,2.00525E-05,0.213304
DTXSID0034518,C16H16N2O4,300.314,1.259,7.24436E-09,0.000130017,4.4794,1.82585E-11,9.38114,1516.08,3.38987,2.91575E-09,2.33908E-05
DTXSID6041842,C8H15N5S,213.3,1.183,1.33045E-06,0.00188365,3.35214,1.86095E-08,8.98234,227.139,2.38274,1.00048E-06,0.00267018
DTXSID3022906,C9H19NO4,205.254,1.136,2.00909E-09,0.314775,3.53721,1.13684E-08,8.40483,22.3978,-1.1878,1.56219E-07,4.8565
DTXSID5023588,C6H14O6,182.172,1.556,8.6896E-10,1.72187,6.65126,9.16758E-11,8.46054,61.7277,-2.38029,8.87788E-11,3.30821
DTXSID8027169,C6H12O7,196.155,1.668,3.19154E-11,1.1885,3.55732,1.83519E-10,8.21854,126.513,-2.49762,9.02688E-11,2.0848
DTXSID1041843,C12H24O6,264.318,1.428,4.03645E-08,0.140281,3.52883,1.66735E-09,8.63328,146.695,0.160104,1.09295E-09,0.0942983
DTXSID7022910,C6H12O6,180.156,1.531,6.05341E-09,2.87078,3.55682,3.05367E-10,8.20521,63.7074,-2.82353,1.18639E-10,4.72519
DTXSID5020607,C24H38O4,390.564,0.957,2.85759E-07,6.71429E-07,4.81176,2.60504E-07,11.6862,86757,7.52479,1.42842E-07,1.75353E-07
DTXSID6027921,C20H22O5,342.391,1.159,2.52348E-06,0.000027227,4.7597,2.67728E-08,10.1856,5454.35,3.44053,8.54075E-07,2.44125E-06
DTXSID6024917,C6H12O2,116.16,0.94,0.42658,0.57544,4.27184,6.68663E-07,4.762,15.2986,1.09833,1.70482,8.55398
DTXSID1041845,C23H32N2OS,384.58,1.035,1.19399E-07,1.74985E-07,5.15938,1.26268E-09,9.48956,59947.8,6.00013,3.79729E-10,1.55311E-07
DTXSID0037522,C14H17ClNO4PS2,393.84,1.457,1.57036E-07,0.000011272,201.085,1.40478E-09,11.6829,1033.79,4.68931,6.21713E-08,4.61033E-07
DTXSID2020391,C10H17Cl2NOS,270.21,1.091,0.0011298,0.000110917,4.3568,6.52668E-06,8.20836,1900.74,4.48771,0.000151023,5.84022E-05
DTXSID9035206,C6H10S2,146.27,0.98,0.498884,0.0163682,35.6661,0.000984387,4.85564,240.274,2.76722,0.289233,0.00128844
DTXSID7020392,C14H14O4,246.262,1.09,0.000143549,0.000755092,4.3175,9.59729E-08,7.44522,196.279,3.22897,9.17682E-05,0.000742715
DTXSID5020079,C6H14N2O7,226.185,1.671,3.49945E-09,2.37137,4.09194,1.54655E-10,7.9121,119.011,-1.72236,1.65442E-08,4.90398
DTXSID9027813,C10H22N4O8,326.306,1.596,1.55597E-09,0.402717,4.96007,2.27935E-11,9.37979,37.8169,-1.51687,1.50547E-12,0.00342189
DTXSID9020407,C12H21N2O3PS,304.34,1.17,0.000076913,7.39605E-05,4.75886,1.13336E-07,9.83215,561.251,3.80885,8.98517E-05,0.00015535
DTXSID0029559,C8H14N4O7,278.221,1.605,5.00035E-12,0.0698232,4.63733,1.37618E-11,9.48191,84.7542,-1.81043,1.68614E-10,0.267717
DTXSID5037523,C12H21N2O4P,288.284,1.174,1.99067E-05,0.00376704,4.1383,2.71496E-07,9.4182,294.957,2.07181,1.99791E-05,0.000942178
DTXSID2021781,C16H22O4,278.348,1.05,2.63027E-05,0.000040738,4.32093,1.80168E-06,8.84348,1381.63,4.60902,2.01516E-05,4.01428E-05
DTXSID4024018,C8H6Cl2O3,221.03,1.483,3.06196E-05,0.00726106,3.52026,2.49008E-09,8.67575,31.7015,2.21198,3.33003E-05,0.0684572
DTXSID9034369,C10H13Cl2NO3,266.12,1.483,2.47742E-05,0.00736207,3.52026,2.49008E-09,8.67575,31.7015,1.36678,3.33003E-05,0.0684572
DTXSID5032365,C7H3Cl2N,172.01,1.415,0.0114551,0.00179061,5.33387,1.16922E-05,5.87267,316.329,2.74149,0.000669028,0.000113831
DTXSID8040274,C10H13Cl2O3PS,315.14,1.386,0.000137721,2.68534E-06,4.76383,2.77804E-06,8.89758,1871.38,5.13775,0.000100188,7.86673E-07
DTXSID7020425,C10H4Cl2O2,227.04,1.446,3.59749E-05,0.000101158,8.45359,0.000202902,7.37997,9498.39,2.15117,1.11183E-06,1.98765E-06
DTXSID4027997,C8H11Cl2NO,208.08,1.094,0.00135831,0.0335738,4.91273,8.18771E-07,6.07514,39.861,1.73831,0.00603709,0.0241925
DTXSID4020375,C14H9Cl5,354.48,1.511,2.35505E-06,1.67494E-07,19.653,8.34632E-06,9.56752,203163,6.9101,1.62801E-07,1.93991E-08
DTXSID7052498,CHCl2F,102.92,1.48,517.607,0.0952796,7.97324,0.0173111,2.02163,41.5619,1.55046,1367.9,0.181325
DTXSID6021824,C13H10Cl2O2,269.12,1.41,7.24436E-07,0.000158489,12.1058,1.47122E-09,9.0858,9738.28,4.25798,9.81523E-11,0.00011187
DTXSID0020440,C9H8Cl2O3,235.06,1.44,8.95365E-06,0.00215774,3.53597,3.01412E-09,9.1961,169.177,2.82704,7.66774E-08,0.00196396
DTXSID0034851,C9H8Cl2O3,235.06,1.452,8.95365E-06,0.00194536,3.53597,3.01412E-09,9.1961,169.177,2.82704,7.66774E-08,0.00196396
DTXSID5020449,C4H7Cl2O4P,220.97,1.378,0.047863,0.159221,4.1387,4.06189E-09,6.07272,46.6523,1.42945,0.0157875,0.0490453
DTXSID5041859,C15H12Cl2O4,327.16,1.398,5.42001E-08,9.16221E-06,3.54299,4.4837E-10,12.052,7868.52,4.58019,3.39845E-08,0.364584
DTXSID2020426,C6H4Cl2N2O2,207.01,1.574,5.55904E-05,0.000311172,4.95998,3.07775E-09,8.46152,995.914,2.7987,1.20818E-06,0.000033186
DTXSID4020450,C14H9Cl5O,370.48,1.534,2.81838E-07,6.19441E-07,20.526,1.46717E-09,11.4057,5022.68,5.02414,3.96903E-07,2.34319E-06
DTXSID9023914,C8H16NO5P,237.192,1.149,0.000208449,0.0542001,4.13853,5.04106E-11,7.37958,45.6565,0.000299434,0.00015999,4.20595
DTXSID5025023,C10H12,132.206,0.998,2.15774,0.000261216,13.4354,0.0022979,4.4365,2419.43,3.70842,2.25576,0.000199173
DTXSID5051494,C24H50O,354.663,0.756,2.71019E-07,5.33335E-07,21.6201,7.53797E-07,10.5957,10251.9,9.44156,9.60254E-07,2.27669E-06
DTXSID9020453,C12H8Cl6O,380.9,1.842,2.24388E-06,2.60016E-06,333.114,8.23022E-06,8.56091,12041.2,5.11788,5.88443E-06,5.42118E-07
DTXSID9032371,C10Cl10,474.61,2.023,2.25944E-06,1.08643E-07,35.9468,0.000232011,11.7134,33276.2,5.71169,2.16939E-06,5.27648E-08
DTXSID3021932,C4H11NO2,105.137,1.069,0.000899498,5.26017,3.67054,2.96888E-09,6.76701,3.98126,-1.43017,0.000279751,9.50892
DTXSID4064719,C16H35NO4,305.459,0.928,3.53183E-05,0.00011885,5.71329,2.02665E-07,8.65681,1071.85,0.614894,1.63955E-05,2.42917E-05
DTXSID9032539,C16H22ClNO3,311.81,1.159,1.92309E-06,0.00031842,4.32021,3.65268E-08,10.5697,100.328,3.59754,5.21903E-07,0.000334508
DTXSID5037527,C14H21NO4,267.325,1.108,5.34564E-08,0.00039355,5.12309,3.22599E-10,10.3652,262.561,2.91094,6.24717E-05,0.000101315
DTXSID8052433,C28H36O4,436.592,0.977,4.68813E-07,3.01301E-06,5.69165,2.47322E-07,11.6902,10215.2,6.76502,1.86292E-07,1.16532E-06
DTXSID2038732,C8H14O4,174.196,1.039,0.0608135,0.135207,4.13284,4.55927E-06,4.74141,21.3497,1.19412,0.0442777,0.110218
DTXSID3021720,C4H10O,74.123,0.78,389.045,0.724436,7.56673,0.00122404,2.23598,10.6946,0.890924,499.128,0.804105
DTXSID7021780,C12H14O4,222.24,1.11,0.00091622,0.00165196,5.14045,2.36661E-08,6.74798,69.4075,2.44414,0.0020989,0.0046492
DTXSID6021909,C4H11N,73.139,0.759,120.504,1.45881,5.20148,2.53955E-05,3.86771,13.775,0.580558,235.878,9.43283
DTXSID8020462,C4H10O3,106.121,1.076,0.00744732,5.39511,6.13275,2.96077E-09,7.13012,4.08583,-1.09389,0.00570077,9.41761
DTXSID0026967,C18H18O5,314.337,1.205,3.33426E-06,0.000306196,5.66608,1.18142E-08,10.1845,2399.7,2.71865,1.28488E-06,1.23391E-05
DTXSID3025049,C5H12O3,120.148,1.023,0.279254,4.16869,3.67822,3.15215E-09,4.79822,11.1487,-0.505186,0.249845,8.33529
DTXSID4041862,C22H44O4,372.59,0.91,2.07014E-08,0.000034914,5.69434,5.38995E-09,10.4866,13814.2,7.10193,2.69209E-06,4.20711E-05
DTXSID2025050,C4H13N3,103.169,0.952,0.0299916,5.34564,3.67146,2.96485E-09,6.76919,4.03999,-0.82862,0.229679,9.63793
DTXSID9027077,C14H18N3Na5O10,503.258,1.528,4.76431E-12,0.511682,4.95822,2.34591E-11,9.47815,98.8309,-1.55745,3.91305E-11,0.012326
DTXSID2058128,C31H24O3,444.53,1.316,5.88844E-14,5.63638E-06,122.722,4.18402E-09,11.6769,122852,6.22729,6.73678E-11,3.79688E-06
DTXSID4032372,C19H17Cl2N3O3,406.26,1.437,1.74985E-09,1.40281E-05,3.36235,4.93271E-06,11.7315,4020.3,4.29715,2.52914E-10,3.67506E-05
DTXSID9041863,C16H18N2O3,286.331,1.199,4.73151E-09,7.92501E-06,4.28644,5.12504E-10,10.6566,1619.13,2.5416,4.40539E-08,6.95782E-05
DTXSID4032374,C31H23BrO2S,539.49,1.563,1.30317E-09,3.70681E-07,257.419,4.59956E-09,11.675,94512.6,7.42461,5.94375E-11,7.24697E-07
DTXSID7057993,C14H7ClF2N4,304.68,1.524,4.02717E-09,5.29663E-06,4.39375,6.7867E-08,10.1993,1358.13,3.29906,8.88717E-09,7.62446E-07
DTXSID1024049,C14H9ClF2N2O2,310.68,1.501,4.51856E-09,1.21619E-06,3.5341,7.99013E-11,9.39837,6742.19,3.87716,8.96007E-10,4.01475E-07
DTXSID4041494,C19H11F5N2O2,394.301,1.509,4.47713E-08,2.04174E-07,3.54608,3.24079E-07,10.569,1199.7,4.90107,3.17042E-08,1.26481E-07
DTXSID8034538,C15H12F2N4O3,334.283,1.569,4.73151E-11,3.8815E-06,3.53428,7.52402E-10,9.30135,588.49,2.50686,7.62638E-11,0.0018126
DTXSID9032375,C15H11F2N4NaO3,356.265,1.569,4.73151E-11,3.8815E-06,3.53428,7.52402E-10,9.30135,588.49,0.926282,7.62638E-11,0.0018126
DTXSID4041812,C10H20O,156.269,0.909,0.0370681,0.00835603,11.4859,1.70489E-05,6.70993,563.788,3.17548,0.02664,0.00221296
DTXSID3041299,C11H20O2,184.279,0.944,0.005236,0.0174582,5.04105,1.22478E-05,6.35916,222.473,3.35018,0.0627927,0.000195703
DTXSID6042446,C12H22O2,198.306,0.915,0.0959401,0.00200909,5.82076,0.000231107,5.83582,110.444,4.44962,0.0472713,0.000087741
DTXSID3032541,C8H8I2O2S,422.02,2.987,0.00475335,0.000695024,4.96851,1.12513E-05,8.18197,960.466,3.70247,7.89462E-05,0.000318413
DTXSID9036690,C14H26O4,258.358,0.941,0.000269774,0.000485289,4.61809,9.66606E-08,7.41861,608.61,3.92332,0.00146266,0.000872031
DTXSID4025080,C9H18O,142.242,0.81,1.51356,0.00758577,4.08896,0.000189641,4.53556,213.676,3.27043,1.64889,0.0182284
DTXSID0067503,C25H48O4,412.655,0.873,6.25173E-08,7.06318E-08,5.69583,9.14565E-08,11.7554,10185.8,9.02876,3.31209E-07,6.77507E-05
DTXSID8051675,C20H36O4,340.504,0.927,3.64754E-06,5.2723E-06,5.68184,2.83274E-07,9.21127,7045.19,6.29599,2.59252E-06,1.87377E-05
DTXSID8020179,C6H15NO2,133.191,1.007,0.00206538,3.1842,4.97286,2.97866E-09,7.25694,14.1015,-0.819025,0.000125972,6.50445
DTXSID5027641,C12H22O4,230.304,0.966,0.00119124,0.00462381,3.67806,3.05285E-07,6.30472,299.49,2.38193,0.00602082,0.0019291
DTXSID2034540,C12H17NaO7,296.251,1.303,7.43019E-06,0.114288,5.6964,9.13579E-09,8.9221,30.8634,0.793275,2.38322E-05,0.0723946
DTXSID8041870,C4H12FN2OP,154.125,1.124,0.197697,2.32274,7.604,0.000084068,3.78787,40.581,0.257166,0.110256,6.46573
DTXSID6058059,C15H19ClN4O3,338.79,1.396,2.67917E-08,7.36207E-05,4.76378,1.05558E-11,10.9949,1039.27,2.50868,6.72604E-10,4.68857E-05
DTXSID5058141,C15H21NOS,263.4,1.089,2.93765E-05,5.08159E-05,8.02345,1.61273E-08,8.83555,432.239,4.01983,4.00956E-06,7.54829E-05
